Timestamp,Source_IP,Destination_IP,Port,Protocol,Packet_Size,Label
2025-12-06 11:34:12.479353,253.113.78.255,92.108.230.39,50691,ICMP,333,Normal
2025-12-06 11:34:13.479353,203.8.225.190,237.28.128.32,50465,TCP,1426,Normal
2025-12-06 11:34:14.479353,206.254.90.41,118.92.113.60,5042,UDP,1351,Normal
2025-12-06 11:34:15.479353,125.176.112.139,231.168.228.135,52985,ICMP,430,Normal
2025-12-06 11:34:16.479353,129.159.187.212,116.1.210.149,37674,UDP,1273,Normal
2025-12-06 11:34:17.479353,144.28.172.95,172.98.20.1,57843,UDP,1194,DoS
2025-12-06 11:34:18.479353,234.66.236.239,186.155.35.196,23290,ICMP,445,Normal
2025-12-06 11:34:19.479353,174.146.60.78,78.88.34.101,29166,UDP,641,Normal
2025-12-06 11:34:20.479353,197.10.210.208,141.194.145.175,12393,TCP,1206,Normal
2025-12-06 11:34:21.479353,85.70.248.136,73.58.220.43,44001,TCP,1161,Normal
2025-12-06 11:34:22.479353,94.53.250.126,252.12.155.103,63060,ICMP,1119,Normal
2025-12-06 11:34:23.479353,58.108.41.172,121.218.41.186,11014,UDP,1399,DoS
2025-12-06 11:34:24.479353,208.178.211.50,219.218.97.51,38045,UDP,471,Normal
2025-12-06 11:34:25.479353,28.134.84.233,197.28.83.5,110,TCP,141,PortScan
2025-12-06 11:34:26.479353,109.69.157.59,94.23.42.249,55305,TCP,1265,Normal
2025-12-06 11:34:27.479353,161.214.192.27,120.49.159.56,179,TCP,270,PortScan
2025-12-06 11:34:28.479353,125.177.189.123,109.35.92.135,41801,UDP,1241,DoS
2025-12-06 11:34:29.479353,73.207.155.82,73.118.44.91,54001,ICMP,493,Normal
2025-12-06 11:34:30.479353,217.28.81.171,127.186.213.75,26672,UDP,1061,DoS
2025-12-06 11:34:31.479353,144.195.102.27,163.135.214.252,33969,TCP,1226,Normal
2025-12-06 11:34:32.479353,34.157.206.61,59.59.131.130,60753,UDP,860,Normal
2025-12-06 11:34:33.479353,166.184.158.22,94.38.91.190,29292,TCP,1270,Normal
2025-12-06 11:34:34.479353,101.211.80.37,242.246.121.237,5195,UDP,529,Normal
2025-12-06 11:34:35.479353,163.186.191.187,175.224.34.183,80,TCP,187,SQLi
2025-12-06 11:34:36.479353,170.245.3.55,233.148.11.3,31429,UDP,1226,Normal
2025-12-06 11:34:37.479353,232.70.70.157,204.11.76.49,41525,UDP,1172,Normal
2025-12-06 11:34:38.479353,144.43.252.50,76.125.177.143,33611,UDP,1331,DoS
2025-12-06 11:34:39.479353,99.150.159.18,171.135.3.27,15310,UDP,564,Normal
2025-12-06 11:34:40.479353,69.94.255.31,255.185.240.253,1565,TCP,468,Normal
2025-12-06 11:34:41.479353,235.184.200.110,252.65.59.127,30694,UDP,1145,Normal
2025-12-06 11:34:42.479353,27.65.224.226,127.118.201.218,19056,UDP,1278,Normal
2025-12-06 11:34:43.479353,91.22.217.78,229.204.20.92,45064,ICMP,1485,Normal
2025-12-06 11:34:44.479353,102.210.20.208,25.249.119.67,57,TCP,192,PortScan
2025-12-06 11:34:45.479353,3.86.158.221,233.132.6.172,25276,ICMP,1052,Normal
2025-12-06 11:34:46.479353,230.141.52.49,4.251.205.220,53444,UDP,690,Normal
2025-12-06 11:34:47.479353,88.151.194.211,9.168.231.204,32351,ICMP,518,Normal
2025-12-06 11:34:48.479353,25.200.231.212,69.147.1.177,18668,TCP,1019,Normal
2025-12-06 11:34:49.479353,131.130.8.7,58.239.134.153,443,TCP,275,XSS
2025-12-06 11:34:50.479353,232.62.29.83,216.157.165.121,20321,ICMP,1400,Normal
2025-12-06 11:34:51.479353,238.93.157.248,22.30.120.10,24677,TCP,1452,Normal
2025-12-06 11:34:52.479353,111.147.8.190,18.207.83.138,443,TCP,515,XSS
2025-12-06 11:34:53.479353,209.91.124.138,249.28.74.179,22586,ICMP,407,Normal
2025-12-06 11:34:54.479353,97.141.34.93,170.152.236.62,16918,TCP,967,Normal
2025-12-06 11:34:55.479353,3.55.208.82,152.69.128.243,47,TCP,181,PortScan
2025-12-06 11:34:56.479353,39.145.76.212,169.241.29.40,49782,ICMP,144,Normal
2025-12-06 11:34:57.479353,237.235.214.23,214.164.81.92,54293,TCP,976,Normal
2025-12-06 11:34:58.479353,191.248.210.215,101.191.36.13,38092,ICMP,348,Normal
2025-12-06 11:34:59.479353,239.104.75.22,195.94.217.79,29785,UDP,515,Normal
2025-12-06 11:35:00.479353,203.10.170.91,200.215.252.174,12708,UDP,336,Normal
2025-12-06 11:35:01.479353,57.234.23.70,203.183.73.55,9670,TCP,1207,Normal
2025-12-06 11:35:02.479353,234.60.128.95,34.83.52.156,15945,ICMP,1496,Normal
2025-12-06 11:35:03.479353,45.159.27.185,214.49.184.209,29821,TCP,606,Normal
2025-12-06 11:35:04.479353,71.216.140.98,146.212.147.109,6269,UDP,1155,Normal
2025-12-06 11:35:05.479353,163.24.173.215,67.124.167.69,11863,TCP,96,Normal
2025-12-06 11:35:06.479353,182.105.91.191,210.181.84.86,80,TCP,263,XSS
2025-12-06 11:35:07.479353,204.9.170.173,156.183.61.197,443,TCP,278,XSS
2025-12-06 11:35:08.479353,196.121.12.14,149.103.195.245,52260,UDP,511,Normal
2025-12-06 11:35:09.479353,141.114.226.145,54.251.185.172,60036,UDP,1230,Normal
2025-12-06 11:35:10.479353,153.143.75.55,244.251.135.245,28199,ICMP,271,Normal
2025-12-06 11:35:11.479353,165.209.24.115,91.118.199.70,14537,ICMP,513,Normal
2025-12-06 11:35:12.479353,172.41.246.195,207.165.185.244,6508,TCP,318,Normal
2025-12-06 11:35:13.479353,251.160.146.240,124.246.233.243,25010,UDP,766,Normal
2025-12-06 11:35:14.479353,25.87.146.194,155.70.222.250,25139,ICMP,1236,Normal
2025-12-06 11:35:15.479353,4.162.76.205,110.161.210.83,12055,UDP,289,Normal
2025-12-06 11:35:16.479353,203.48.109.152,198.11.29.31,2464,ICMP,662,Normal
2025-12-06 11:35:17.479353,168.86.132.175,227.54.181.154,24028,TCP,1244,Normal
2025-12-06 11:35:18.479353,7.212.217.20,105.223.138.237,52910,TCP,603,Normal
2025-12-06 11:35:19.479353,244.234.129.52,76.232.207.206,28026,ICMP,1058,Normal
2025-12-06 11:35:20.479353,106.15.85.101,182.161.195.68,71,TCP,132,PortScan
2025-12-06 11:35:21.479353,221.105.135.54,208.68.127.50,25307,ICMP,60,Normal
2025-12-06 11:35:22.479353,62.66.191.254,172.201.59.20,34416,UDP,1057,DoS
2025-12-06 11:35:23.479353,10.177.180.252,89.130.8.63,9929,ICMP,1384,Normal
2025-12-06 11:35:24.479353,143.89.30.63,48.86.173.227,36927,UDP,335,Normal
2025-12-06 11:35:25.479353,5.63.59.217,174.91.116.110,118,TCP,158,PortScan
2025-12-06 11:35:26.479353,22.116.97.197,128.241.44.57,10549,TCP,383,Normal
2025-12-06 11:35:27.479353,199.245.235.227,208.110.170.96,5513,UDP,1432,Normal
2025-12-06 11:35:28.479353,192.59.73.5,198.95.38.253,48629,ICMP,229,Normal
2025-12-06 11:35:29.479353,4.8.168.86,54.18.92.54,17,TCP,186,PortScan
2025-12-06 11:35:30.479353,213.192.23.79,213.181.240.50,67,TCP,284,PortScan
2025-12-06 11:35:31.479353,159.131.15.4,176.98.11.245,40908,ICMP,611,Normal
2025-12-06 11:35:32.479353,31.251.92.214,149.85.84.37,26224,TCP,903,Normal
2025-12-06 11:35:33.479353,206.230.136.210,172.158.159.119,40286,UDP,603,Normal
2025-12-06 11:35:34.479353,190.158.33.142,218.232.163.112,42951,ICMP,1079,Normal
2025-12-06 11:35:35.479353,4.120.180.202,42.197.18.221,5145,ICMP,365,Normal
2025-12-06 11:35:36.479353,128.182.5.211,163.35.1.207,43182,UDP,1128,Normal
2025-12-06 11:35:37.479353,40.163.243.232,102.220.190.220,2186,UDP,1093,DoS
2025-12-06 11:35:38.479353,32.50.178.186,24.112.101.46,12380,TCP,544,Normal
2025-12-06 11:35:39.479353,140.95.191.114,95.110.181.78,22072,UDP,227,Normal
2025-12-06 11:35:40.479353,145.58.119.105,239.37.44.121,197,TCP,90,PortScan
2025-12-06 11:35:41.479353,69.167.40.200,231.140.46.209,34,TCP,188,PortScan
2025-12-06 11:35:42.479353,13.25.87.215,127.199.242.41,80,TCP,318,XSS
2025-12-06 11:35:43.479353,101.227.222.133,15.29.84.38,63138,ICMP,1406,Normal
2025-12-06 11:35:44.479353,193.23.163.164,240.55.55.80,14364,UDP,492,Normal
2025-12-06 11:35:45.479353,108.47.191.68,59.236.136.41,12957,UDP,446,Normal
2025-12-06 11:35:46.479353,231.197.246.173,149.125.118.240,36571,ICMP,677,Normal
2025-12-06 11:35:47.479353,246.100.5.167,169.98.228.152,25474,TCP,963,Normal
2025-12-06 11:35:48.479353,224.45.168.225,21.91.160.253,19921,TCP,375,Normal
2025-12-06 11:35:49.479353,47.46.30.203,145.33.161.11,7181,UDP,906,Normal
2025-12-06 11:35:50.479353,64.45.170.254,165.28.160.102,22793,TCP,446,Normal
2025-12-06 11:35:51.479353,1.117.181.163,225.132.35.26,59529,UDP,1041,DoS
2025-12-06 11:35:52.479353,216.17.59.37,178.145.235.175,492,ICMP,309,Normal
2025-12-06 11:35:53.479353,238.221.90.167,155.204.104.55,4769,UDP,443,Normal
2025-12-06 11:35:54.479353,130.58.219.114,19.165.226.128,58666,ICMP,795,Normal
2025-12-06 11:35:55.479353,138.28.118.71,120.117.223.43,56177,ICMP,605,Normal
2025-12-06 11:35:56.479353,85.31.212.193,132.203.57.54,49283,TCP,905,Normal
2025-12-06 11:35:57.479353,197.110.185.134,138.99.184.20,32837,UDP,803,Normal
2025-12-06 11:35:58.479353,62.199.68.26,165.135.226.65,50548,UDP,652,Normal
2025-12-06 11:35:59.479353,45.78.79.90,63.166.149.133,38282,TCP,583,Normal
2025-12-06 11:36:00.479353,232.48.176.153,234.193.92.73,4687,TCP,1405,Normal
2025-12-06 11:36:01.479353,154.40.146.133,80.239.251.109,80,TCP,327,XSS
2025-12-06 11:36:02.479353,8.136.52.30,84.233.227.25,18772,TCP,138,Normal
2025-12-06 11:36:03.479353,58.114.36.246,200.195.57.37,80,TCP,527,XSS
2025-12-06 11:36:04.479353,41.7.226.105,215.72.78.62,9396,UDP,375,Normal
2025-12-06 11:36:05.479353,157.193.84.213,129.129.250.193,51232,TCP,1356,Normal
2025-12-06 11:36:06.479353,215.134.148.73,152.93.90.166,11371,UDP,918,Normal
2025-12-06 11:36:07.479353,154.155.7.95,225.246.198.37,52092,TCP,1316,Normal
2025-12-06 11:36:08.479353,210.126.164.179,62.63.94.136,2642,TCP,1312,Normal
2025-12-06 11:36:09.479353,5.45.193.117,60.170.175.242,14659,ICMP,910,Normal
2025-12-06 11:36:10.479353,216.74.115.138,224.208.250.108,44669,TCP,1423,Normal
2025-12-06 11:36:11.479353,29.27.77.127,11.123.196.243,65154,UDP,369,Normal
2025-12-06 11:36:12.479353,10.200.62.182,212.78.201.218,44402,TCP,558,Normal
2025-12-06 11:36:13.479353,115.46.47.249,107.127.197.23,40936,ICMP,1136,Normal
2025-12-06 11:36:14.479353,114.234.204.200,61.170.61.87,2156,UDP,584,Normal
2025-12-06 11:36:15.479353,133.70.48.58,186.36.180.83,43416,ICMP,561,Normal
2025-12-06 11:36:16.479353,41.64.193.208,45.181.234.217,80,TCP,362,SQLi
2025-12-06 11:36:17.479353,169.37.85.42,164.120.124.222,48733,UDP,66,Normal
2025-12-06 11:36:18.479353,68.11.255.56,223.45.125.43,53991,TCP,1159,Normal
2025-12-06 11:36:19.479353,111.112.88.196,205.76.33.73,50670,TCP,1286,Normal
2025-12-06 11:36:20.479353,195.59.179.81,74.138.179.229,443,TCP,584,XSS
2025-12-06 11:36:21.479353,187.221.112.33,239.148.131.168,68,TCP,198,PortScan
2025-12-06 11:36:22.479353,77.31.151.181,112.141.98.167,44216,ICMP,1082,Normal
2025-12-06 11:36:23.479353,38.215.29.175,158.197.23.112,7456,UDP,1285,DoS
2025-12-06 11:36:24.479353,246.219.27.111,191.194.206.105,443,TCP,385,XSS
2025-12-06 11:36:25.479353,226.40.181.248,103.241.87.212,8793,UDP,1277,Normal
2025-12-06 11:36:26.479353,51.194.83.93,171.46.6.238,50706,UDP,1338,DoS
2025-12-06 11:36:27.479353,105.133.88.221,181.194.124.120,2399,TCP,954,Normal
2025-12-06 11:36:28.479353,133.239.166.118,48.80.171.118,36830,TCP,1054,Normal
2025-12-06 11:36:29.479353,207.133.169.133,188.58.104.15,43390,UDP,451,Normal
2025-12-06 11:36:30.479353,76.28.70.51,25.2.58.247,80,TCP,579,XSS
2025-12-06 11:36:31.479353,108.10.92.237,30.57.93.15,80,TCP,393,XSS
2025-12-06 11:36:32.479353,189.157.235.229,41.227.136.13,32880,ICMP,907,Normal
2025-12-06 11:36:33.479353,138.203.78.104,31.101.212.127,51427,UDP,1479,Normal
2025-12-06 11:36:34.479353,8.3.23.255,200.133.160.252,22252,UDP,171,Normal
2025-12-06 11:36:35.479353,120.173.19.20,16.102.252.91,3475,TCP,234,Normal
2025-12-06 11:36:36.479353,196.195.121.171,117.208.127.97,20343,ICMP,1320,Normal
2025-12-06 11:36:37.479353,97.244.63.74,194.217.119.72,38676,ICMP,1079,Normal
2025-12-06 11:36:38.479353,39.19.162.183,255.99.65.144,3991,UDP,685,Normal
2025-12-06 11:36:39.479353,77.24.248.176,225.147.209.41,80,TCP,459,XSS
2025-12-06 11:36:40.479353,66.119.32.8,30.59.49.15,31440,ICMP,732,Normal
2025-12-06 11:36:41.479353,189.175.179.253,12.177.119.117,13754,ICMP,1189,Normal
2025-12-06 11:36:42.479353,25.57.116.222,231.243.122.143,443,TCP,253,XSS
2025-12-06 11:36:43.479353,223.254.175.78,90.170.118.142,30750,ICMP,665,Normal
2025-12-06 11:36:44.479353,235.59.206.252,135.60.234.247,38121,ICMP,423,Normal
2025-12-06 11:36:45.479353,112.181.198.203,136.121.104.173,18245,UDP,1441,Normal
2025-12-06 11:36:46.479353,16.188.28.175,144.81.250.159,35953,TCP,428,Normal
2025-12-06 11:36:47.479353,38.231.238.127,94.5.157.179,41269,TCP,927,Normal
2025-12-06 11:36:48.479353,113.107.243.234,219.223.206.212,15506,UDP,561,Normal
2025-12-06 11:36:49.479353,158.21.214.21,205.104.24.88,28271,TCP,217,Normal
2025-12-06 11:36:50.479353,249.93.97.24,204.80.189.215,41112,ICMP,1435,Normal
2025-12-06 11:36:51.479353,249.71.87.207,96.22.236.171,21472,TCP,806,Normal
2025-12-06 11:36:52.479353,87.29.110.108,86.22.181.121,59725,TCP,694,Normal
2025-12-06 11:36:53.479353,228.231.152.198,58.103.179.162,48860,UDP,220,Normal
2025-12-06 11:36:54.479353,221.141.50.11,39.153.228.254,21027,UDP,939,DoS
2025-12-06 11:36:55.479353,167.159.239.187,110.205.180.199,8138,ICMP,877,Normal
2025-12-06 11:36:56.479353,160.35.205.124,127.11.173.1,21740,UDP,893,Normal
2025-12-06 11:36:57.479353,37.129.28.78,130.224.192.133,37515,ICMP,578,Normal
2025-12-06 11:36:58.479353,245.204.14.229,123.145.129.176,18548,TCP,1274,Normal
2025-12-06 11:36:59.479353,51.238.214.165,252.197.47.122,57792,TCP,1409,Normal
2025-12-06 11:37:00.479353,79.80.40.62,196.182.80.146,17811,TCP,633,Normal
2025-12-06 11:37:01.479353,145.121.162.76,5.15.170.37,54557,UDP,1341,Normal
2025-12-06 11:37:02.479353,161.239.128.90,193.49.240.168,12622,UDP,1481,DoS
2025-12-06 11:37:03.479353,180.13.248.239,57.131.230.101,43287,UDP,693,Normal
2025-12-06 11:37:04.479353,120.129.91.224,109.75.236.34,4039,UDP,439,Normal
2025-12-06 11:37:05.479353,97.97.107.239,98.249.178.179,57491,ICMP,1179,Normal
2025-12-06 11:37:06.479353,62.199.124.141,247.191.6.151,1112,TCP,587,Normal
2025-12-06 11:37:07.479353,172.24.66.103,224.58.167.107,23271,UDP,669,Normal
2025-12-06 11:37:08.479353,231.26.125.52,136.253.70.30,57032,ICMP,516,Normal
2025-12-06 11:37:09.479353,156.245.237.251,223.19.71.65,2660,UDP,395,Normal
2025-12-06 11:37:10.479353,104.188.237.95,65.28.34.48,41622,ICMP,966,Normal
2025-12-06 11:37:11.479353,1.115.77.33,194.153.120.12,62745,UDP,858,Normal
2025-12-06 11:37:12.479353,64.204.253.242,178.126.24.151,28463,ICMP,242,Normal
2025-12-06 11:37:13.479353,254.226.120.254,168.11.181.126,21252,ICMP,795,Normal
2025-12-06 11:37:14.479353,161.44.73.102,103.94.54.228,21220,UDP,764,Normal
2025-12-06 11:37:15.479353,32.195.16.213,219.43.116.150,28637,ICMP,102,Normal
2025-12-06 11:37:16.479353,71.169.183.228,110.190.143.59,64196,TCP,436,Normal
2025-12-06 11:37:17.479353,207.2.55.53,192.111.62.42,361,ICMP,309,Normal
2025-12-06 11:37:18.479353,174.161.214.54,89.1.20.229,9156,ICMP,96,Normal
2025-12-06 11:37:19.479353,218.225.173.174,114.154.75.207,13347,TCP,583,Normal
2025-12-06 11:37:20.479353,26.104.76.230,185.187.102.229,27601,UDP,1068,DoS
2025-12-06 11:37:21.479353,78.132.24.32,14.145.95.236,60284,ICMP,1075,Normal
2025-12-06 11:37:22.479353,2.10.255.219,158.4.59.254,14412,ICMP,1460,Normal
2025-12-06 11:37:23.479353,176.27.249.171,249.192.242.174,2622,TCP,1327,Normal
2025-12-06 11:37:24.479353,115.187.162.98,239.68.38.240,36952,TCP,1275,Normal
2025-12-06 11:37:25.479353,31.206.245.168,218.211.50.251,50225,TCP,151,Normal
2025-12-06 11:37:26.479353,237.237.2.131,11.208.178.202,41994,UDP,1279,Normal
2025-12-06 11:37:27.479353,147.145.156.18,169.15.117.18,33078,TCP,1163,Normal
2025-12-06 11:37:28.479353,43.138.13.85,174.106.123.214,36622,UDP,842,DoS
2025-12-06 11:37:29.479353,205.52.86.18,115.205.175.143,25373,UDP,1009,Normal
2025-12-06 11:37:30.479353,225.241.143.43,162.33.171.201,10009,UDP,103,Normal
2025-12-06 11:37:31.479353,128.31.163.203,195.73.206.230,33793,ICMP,1209,Normal
2025-12-06 11:37:32.479353,206.13.224.21,70.73.8.236,58363,UDP,290,Normal
2025-12-06 11:37:33.479353,3.148.152.98,52.253.244.150,25108,TCP,1487,Normal
2025-12-06 11:37:34.479353,7.216.52.45,81.224.111.20,80,TCP,553,XSS
2025-12-06 11:37:35.479353,124.190.244.246,17.149.23.208,24534,TCP,837,Normal
2025-12-06 11:37:36.479353,82.31.22.24,239.218.112.40,23392,TCP,1124,Normal
2025-12-06 11:37:37.479353,8.131.141.223,16.243.191.220,36870,ICMP,276,Normal
2025-12-06 11:37:38.479353,221.137.38.185,118.224.157.73,192,TCP,231,PortScan
2025-12-06 11:37:39.479353,177.50.61.117,141.31.144.82,3658,UDP,82,Normal
2025-12-06 11:37:40.479353,197.47.174.26,122.242.155.56,44982,ICMP,1161,Normal
2025-12-06 11:37:41.479353,183.62.29.146,218.168.76.214,443,TCP,178,SQLi
2025-12-06 11:37:42.479353,122.242.159.203,66.96.11.194,47557,UDP,603,Normal
2025-12-06 11:37:43.479353,11.45.164.169,192.68.69.131,49346,TCP,1145,Normal
2025-12-06 11:37:44.479353,52.198.155.96,82.31.181.30,13864,UDP,1171,DoS
2025-12-06 11:37:45.479353,137.246.82.197,179.254.227.16,11780,TCP,829,Normal
2025-12-06 11:37:46.479353,39.203.254.121,183.118.45.37,9793,UDP,1066,Normal
2025-12-06 11:37:47.479353,208.156.212.128,51.52.14.181,21,TCP,239,PortScan
2025-12-06 11:37:48.479353,137.117.119.35,88.123.186.151,19425,UDP,658,Normal
2025-12-06 11:37:49.479353,188.34.2.209,172.194.211.116,41466,TCP,1389,Normal
2025-12-06 11:37:50.479353,60.4.137.23,234.54.150.174,5113,UDP,863,Normal
2025-12-06 11:37:51.479353,72.85.141.56,31.54.238.244,35506,ICMP,241,Normal
2025-12-06 11:37:52.479353,23.219.205.7,135.196.37.13,21810,TCP,676,Normal
2025-12-06 11:37:53.479353,186.110.169.195,82.121.144.208,65244,TCP,724,Normal
2025-12-06 11:37:54.479353,190.46.252.65,173.174.183.103,50649,ICMP,521,Normal
2025-12-06 11:37:55.479353,91.95.26.15,87.214.218.63,45428,UDP,824,Normal
2025-12-06 11:37:56.479353,246.81.110.251,67.62.208.70,443,TCP,236,XSS
2025-12-06 11:37:57.479353,219.240.34.200,244.97.250.134,49214,UDP,890,Normal
2025-12-06 11:37:58.479353,114.64.205.49,52.168.250.90,61841,UDP,982,DoS
2025-12-06 11:37:59.479353,229.233.75.206,206.89.242.107,16304,TCP,1339,Normal
2025-12-06 11:38:00.479353,191.180.206.117,229.253.240.21,50339,ICMP,1140,Normal
2025-12-06 11:38:01.479353,252.139.39.190,252.237.73.213,32,TCP,122,PortScan
2025-12-06 11:38:02.479353,2.226.237.45,215.222.2.113,26012,UDP,713,Normal
2025-12-06 11:38:03.479353,156.132.139.208,177.139.8.106,170,TCP,263,PortScan
2025-12-06 11:38:04.479353,178.95.100.86,19.35.62.66,13646,UDP,1435,Normal
2025-12-06 11:38:05.479353,240.203.91.171,70.96.82.225,40253,ICMP,1108,Normal
2025-12-06 11:38:06.479353,237.23.132.82,50.40.27.183,39878,ICMP,911,Normal
2025-12-06 11:38:07.479353,134.135.145.122,145.234.12.137,20500,TCP,1432,Normal
2025-12-06 11:38:08.479353,241.10.205.165,136.23.198.71,37257,UDP,367,Normal
2025-12-06 11:38:09.479353,85.37.184.153,169.130.91.172,52180,ICMP,1214,Normal
2025-12-06 11:38:10.479353,36.48.234.114,33.145.214.245,32274,UDP,1389,DoS
2025-12-06 11:38:11.479353,167.116.93.48,187.99.180.164,7503,UDP,825,Normal
2025-12-06 11:38:12.479353,148.156.79.50,183.249.252.17,21230,UDP,884,DoS
2025-12-06 11:38:13.479353,166.245.46.172,91.35.255.137,28362,TCP,129,Normal
2025-12-06 11:38:14.479353,173.22.21.8,139.133.53.99,15876,UDP,1435,DoS
2025-12-06 11:38:15.479353,25.99.70.164,74.92.222.237,13459,ICMP,518,Normal
2025-12-06 11:38:16.479353,164.103.253.117,34.113.198.1,45787,TCP,540,Normal
2025-12-06 11:38:17.479353,74.87.252.175,243.163.166.2,54988,ICMP,164,Normal
2025-12-06 11:38:18.479353,111.199.153.152,12.135.166.196,2939,UDP,859,Normal
2025-12-06 11:38:19.479353,230.120.194.221,72.157.67.163,185,TCP,252,PortScan
2025-12-06 11:38:20.479353,206.80.43.36,25.239.121.8,8853,ICMP,438,Normal
2025-12-06 11:38:21.479353,226.228.202.241,62.182.110.119,58808,ICMP,399,Normal
2025-12-06 11:38:22.479353,36.3.115.22,22.229.225.191,26831,ICMP,1146,Normal
2025-12-06 11:38:23.479353,195.71.30.217,165.145.146.132,38512,ICMP,1167,Normal
2025-12-06 11:38:24.479353,105.241.89.178,175.124.31.62,172,TCP,224,PortScan
2025-12-06 11:38:25.479353,46.43.190.73,209.212.76.126,21098,UDP,863,DoS
2025-12-06 11:38:26.479353,70.176.71.5,175.244.11.175,24688,TCP,1228,Normal
2025-12-06 11:38:27.479353,123.31.17.174,31.1.38.84,36187,UDP,803,DoS
2025-12-06 11:38:28.479353,59.25.252.239,119.101.18.225,443,TCP,546,XSS
2025-12-06 11:38:29.479353,240.15.156.56,225.121.47.131,47893,ICMP,462,Normal
2025-12-06 11:38:30.479353,157.225.181.141,170.175.59.82,44737,UDP,190,Normal
2025-12-06 11:38:31.479353,8.218.221.163,167.49.117.181,51059,TCP,638,Normal
2025-12-06 11:38:32.479353,33.243.167.116,87.235.27.94,47961,ICMP,1496,Normal
2025-12-06 11:38:33.479353,100.6.181.139,147.4.227.252,5030,ICMP,1299,Normal
2025-12-06 11:38:34.479353,140.180.240.230,10.35.55.190,2665,ICMP,1447,Normal
2025-12-06 11:38:35.479353,158.237.38.185,139.177.147.232,11113,UDP,1248,Normal
2025-12-06 11:38:36.479353,186.81.240.86,213.10.230.28,15048,TCP,1245,Normal
2025-12-06 11:38:37.479353,7.151.39.203,56.130.127.151,443,TCP,410,XSS
2025-12-06 11:38:38.479353,95.207.15.231,167.166.124.187,60023,TCP,167,Normal
2025-12-06 11:38:39.479353,104.81.73.238,182.142.10.220,17685,ICMP,387,Normal
2025-12-06 11:38:40.479353,137.234.173.141,68.133.169.44,52942,TCP,452,Normal
2025-12-06 11:38:41.479353,248.163.59.167,63.253.210.110,10061,UDP,534,Normal
2025-12-06 11:38:42.479353,239.181.166.14,81.106.80.236,9539,TCP,676,Normal
2025-12-06 11:38:43.479353,227.75.113.71,198.162.217.177,36789,TCP,191,Normal
2025-12-06 11:38:44.479353,60.103.199.220,124.150.171.184,23272,TCP,1356,Normal
2025-12-06 11:38:45.479353,249.187.15.228,75.12.129.18,25669,ICMP,1145,Normal
2025-12-06 11:38:46.479353,31.156.126.4,173.198.132.60,17439,TCP,887,Normal
2025-12-06 11:38:47.479353,12.146.144.180,101.238.37.56,25821,UDP,975,Normal
2025-12-06 11:38:48.479353,225.112.120.97,228.240.77.155,58286,UDP,1339,Normal
2025-12-06 11:38:49.479353,124.97.244.118,186.230.25.67,58720,UDP,1436,DoS
2025-12-06 11:38:50.479353,105.223.179.137,77.152.88.76,80,TCP,274,SQLi
2025-12-06 11:38:51.479353,13.165.249.202,165.183.49.250,40717,TCP,961,Normal
2025-12-06 11:38:52.479353,118.206.95.129,192.43.225.211,63829,TCP,457,Normal
2025-12-06 11:38:53.479353,199.38.72.218,159.200.131.182,443,TCP,389,SQLi
2025-12-06 11:38:54.479353,58.104.165.188,86.110.182.49,2484,TCP,630,Normal
2025-12-06 11:38:55.479353,5.47.29.12,159.48.36.214,39496,UDP,378,Normal
2025-12-06 11:38:56.479353,65.26.27.74,242.96.50.232,34997,UDP,819,DoS
2025-12-06 11:38:57.479353,105.186.22.105,138.239.219.126,61802,TCP,1090,Normal
2025-12-06 11:38:58.479353,96.147.182.198,66.109.130.88,56472,ICMP,592,Normal
2025-12-06 11:38:59.479353,204.187.175.13,186.199.25.189,10283,TCP,112,Normal
2025-12-06 11:39:00.479353,206.200.55.170,203.138.126.185,84,TCP,206,PortScan
2025-12-06 11:39:01.479353,213.32.152.230,207.168.200.4,48706,TCP,254,Normal
2025-12-06 11:39:02.479353,200.183.134.145,187.13.54.39,2047,ICMP,771,Normal
2025-12-06 11:39:03.479353,25.97.35.72,175.76.148.244,51207,UDP,887,Normal
2025-12-06 11:39:04.479353,93.9.149.240,222.176.152.71,5262,UDP,473,Normal
2025-12-06 11:39:05.479353,108.24.216.129,8.154.37.50,19962,UDP,308,Normal
2025-12-06 11:39:06.479353,173.27.156.145,113.36.73.158,58264,ICMP,785,Normal
2025-12-06 11:39:07.479353,4.143.195.79,80.250.75.70,46239,TCP,1208,Normal
2025-12-06 11:39:08.479353,17.145.44.229,77.20.14.171,147,TCP,256,PortScan
2025-12-06 11:39:09.479353,232.100.90.19,125.56.245.234,36988,UDP,1134,DoS
2025-12-06 11:39:10.479353,1.27.41.21,66.59.56.38,48743,ICMP,917,Normal
2025-12-06 11:39:11.479353,13.255.90.212,228.224.66.82,4792,TCP,962,Normal
2025-12-06 11:39:12.479353,149.80.235.46,179.224.148.115,47569,TCP,1367,Normal
2025-12-06 11:39:13.479353,191.208.142.33,108.67.254.183,20333,ICMP,743,Normal
2025-12-06 11:39:14.479353,47.254.24.53,158.23.76.123,23569,TCP,1403,Normal
2025-12-06 11:39:15.479353,110.177.12.183,108.138.146.232,80,TCP,273,SQLi
2025-12-06 11:39:16.479353,46.36.40.115,65.15.72.27,53720,UDP,322,Normal
2025-12-06 11:39:17.479353,180.188.74.67,27.2.1.118,65078,UDP,971,DoS
